Name,Address,Zipcode,Phone,Email,Latitude,Longitude,city,country,email
Y's Road・神戸,兵庫県神戸市中央区海岸通10番地　デビスパーキング海岸通1F,650-0024,+81 783337037,,34.6866518,135.1926494,神戸市,Japan,
Bicyclestore Rideworks,兵庫県神戸市東灘区本山中町2-1-32,658-0016,+81 788068639,,34.7266176,135.2863454,神戸市,Japan,
サイクルマーク,兵庫県姫路市飾磨区構2丁目209-2,672-8071,+81 792432818,,34.8100761,134.6600072,姫路市,Japan,
Y's Road・フジグラン広島,広島県広島市中区宝町2-1　フジグラン広島2F,730-0044,+81 822583245,,34.3859633,132.4643249,広島市,Japan,
Y's Road・松山エミフルMASAKI,愛媛県伊予郡松前町筒井850　エミアミューズ1F,791-3120,+81 899844835,,33.7877646,132.7150948,伊予郡,Japan,
Y's Road・福岡天神,福岡県福岡市中央区渡辺通4-9-25　天神ロフトB1F,810-0004,+81 927536910,,33.5869245,130.4015864,福岡市,Japan,
有限会社オートクロギ,宮崎県宮崎市島之内5621-8,880-0121,+81 985397060,,31.9820887,131.4398629,宮崎市,Japan,
バルバワークスエチゼンストア,福井県越前市瓜生町28-22-1,915-0096,+81 778426003,,35.9256608,136.1816899,越前市,Japan,
バルバワークスカナザワストア,石川県金沢市田上本町4-98-1,920-1155,+81 762211037,,36.5377842,136.6925932,金沢市,Japan,
Y's Road・仙台泉,宮城県仙台市泉区山の寺1-1-13,981-3103,+81 223435210,,38.3263676,140.8948347,仙台市,Japan,
Friedrich Rolf GmbH,Anna-Vandenhoeck-Ring 2,37081,+49 5519987743,,51.52385494,9.886986943,Göttingen,Germany,info@autohaus-rolf.de
Radkombinat,Obere Schrangenstraße 4,21335,+49 41317072515,,53.24811302,10.4057333,Lüneburg,Germany,info@radkombinat.com
Radpunk Cycles,Bahnhofstrasse 14-16,59065,+49 23814262260,,51.67908,7.81142,Hamm,Germany,info@radpunkcycles.de
Vélo Sport Center,7 Av JF Kennedy,1855,+352 480202,,0,0,Luxembourg,Luxembourg,info@vsc.lu
Fietsen Wildiers Drongen,31 Baarledorpstraat,9031,+32 92829498,,51.03691263,3.61776661,Gent,Belgium,drongen@fietsenwildiers.be
Y's Road・入間,埼玉県入間市宮寺字3169番地　入間アウトレットパークW棟 2F 4510号,358-0014,+81 429374011,,35.8104322,139.3806943,入間市,Japan,
Altermove Rennes,23 Rue du Puits Mauger,35000,+33 222666161,,48.10545,-1.6818,Rennes,France,rennes-colombia@altermove.com
Cycles Blain Oullins,176 Grande Rue,69600,+33 0469846864,,45.71292231,4.804177693,Oullins,France,oullins@cycles-blain.com
Cycles Blain Vienne-Sud,5 Quai Jean Jaurès,38200,+33 0474877327,,45.5266,4.87306,Vienne,France,vienne-sud@cycles-blain.com
Fahrrad XXL Stores GmbH,In der Schmalau 55,90765,+49 6960511770,,49.51763209,10.99534338,Fürth,Germany,einkauf-stores@fahrrad-xxl.de
Velo Deluxe,39 Dumortierlaan,8300,+32 50626696,,0,0,Knokke-Heist,Belgium,info@velodeluxe.be
Faltrad XXS,Wallstraße 95,45770,+49 23652000800,,51.67000404,7.171745215,Marl,Germany,info@faltradxxs.de
Ren-auto Piraccini,24 Viale Italia,47921,+39 0541358811,,44.06548365,12.53743403,Rimini,Italy,s.piraccini@renauto.it
Küstenrad Brunsbüttel,Koogstraße 1,25541,+49 48525373555,,53.89790955,9.128697669,Brunsbüttel,Germany,team@kuestenrad-koogstrasse.de
Küstenrad E-Bike Store Pinneberg,Mühlenstraße 109,25421,+49 41018128122,,53.657892,9.774798,Pinneberg,Germany,team@kuestenrad-pinneberg.de
Saitta Cycles Spy,44 Route de Saussin,5190,+32 8122034,,50.4886,4.71231,Jemeppe-sur-Sambre,Belgium,spy@saitta.be
Evans Cycles Trowbridge,Unit B The Gateway Shopping Centre Bythesea Road,BA14 8HR,+44 3439092374,,51.31965941,-2.212038235,Trowbridge,United Kingdom,manager.trowbridgeev@evanscycles.com
Bensone,9 Via Levizzani,41121,+39 059236672,,44.64552761,10.92326073,Modena,Italy,ennio@bensone.it
Sportler Bike Bolzano,Via Bruno Buozzi 18,39100,+39 0458531648,,46.47321897,11.32533805,Bolzano,Italy,officina141@sportler.com
Pro-M Bergamo,Via Giovanni D'Arco 2,24066,+39 0353058594,,45.6982,9.7386,Pedrengo,Italy,bergamo@pro-mstore.com
Zweiradcenter Stadler Nürnberg GmbH,Nopitschstr. 82,90441,+49 911480490,,49.42864879,11.06004374,Nürnberg,Germany,fahrradverkauf-intern-nue@zweirad-stadler.de
Zweirad-Center Stadler Leipzig Alte Messe GmbH,Straße des 18. Oktober Nr. 46,4103,+49 3412120680,,51.32771,12.38837,Leipzig,Germany,fahrradverkauf-intern-lam@zweirad-stadler.de
Zweiradcenter Stadler Mannheim GmbH,Casterfeldstr. 40-44,68199,+49 6218755390,,49.44915,8.501168,Mannheim,Germany,fahrradverkauf-intern-ma@zweirad-stadler.de
Zweiradcenter Stadler Hannover GmbH,Göttingerstr. 16,30449,+49 5112351000,,52.35641035,9.715839347,Hannover,Germany,fahrradverkauf-intern-h@zweirad-stadler.de
Zweiradcenter Stadler Regensburg GmbH,Kirchmeierstr. 22,93051,+49 94137880,,49.01031194,12.06269256,Regensburg,Germany,fahrradverkauf-intern-r@zweirad-stadler.de
Zweirad Center Stadler in Austria GmbH & Co.KG,Triester Str. 10,2331,+43 160918400,,48.13666,16.3253,Vösendorf,Austria,fahrradverkauf-intern-w@zweirad-stadler.at
Zweiradcenter Stadler Bremen GmbH,Hafenstr. 1,28217,+49 421522770,,53.08906678,8.782442642,Bremen,Germany,fahrradverkauf-hb@zweirad-stadler.de
Zweiradcenter Stadler Frankfurt GmbH,Borsigallee 23,60388,+49 6967728440,,50.13764733,8.74386168,Frankfurt,Germany,fahrradverkauf-intern-f@zweirad-stadler.de
Fahrrad XXL Hürter,Hammer Straße 420,48153,+49 251978030,,0,0,Münster,Germany,kundenservice-huerter@fahrrad-xxl.de
Angry Catfish,2900 E 42nd Street,55406,+1 6127221538,,-93.2309815,44.9271786,Minneapolis,United States,buyer@angrycatfishbicycle.com
King Kog,705 Grand Street,11211,+1 3476892299,,40.7117113,-73.9445768,Brooklyn,United States,kingkogbrooklyn@gmail.com
Velogik Grenoble,28 Rue Nicolas Chorier,38100,+33 0176210740,,45.18603,5.71297,Grenoble,France,vla.grenoble@velogik.com
Velogik Paris 10,17 Rue de Paradis,75010,+33 0187447857,,48.87465,2.35312,Paris,France,vla.parisparadis@velogik.com
Velogik Paris 12,1 Passage Marie Rogissart,75012,+33 0458171789,,48.84756633,2.385465833,Paris,France,vla.parisdiderot@velogik.com
Cycles Blain Oullins,176 Grande Rue,69600,+33 0469846864,,0,0,Oullins,France,oullins@cycles-blain.com
Cycles Blain Vienne-Sud,5 Quai Jean Jaurès,38200,+33 0474877327,,0,0,Vienne,France,viennesud@cycles-blain.com
E-Bike Solutions OUEST,27 rue Louis Pasteur ZI de RAGON,44119,+33 240377001,,0,0,TREILLIERES,France,maxime@ebikesolutions.fr
DVELOS SAS,350 Avenue de Chambéry,73230,+33 0677633118,,0,0,Saint-Alban-Leysse,France,s.melin@dvelos.com
FAHRRAD XXL LEIPZIG TAUCHA,Otto-Schmidt-Straße 6,4425,+49 34523937240,,51.36991,12.4771,Taucha,Germany,info.lei@fahrrad-xxl.de
Cyclable Nantes Beaujoire,10 Ter Boulevard de la Beaujoire,44300,+33 0974044369,,47.259371,-1.5122958,Nantes,France,nantes-beaujoire@cyclable.com
West Point Cycles - Main St.,215 East 2nd Avenue,V5T 1B6,+01 6045599944,,0,0,Vancouver,Canada,jessicab@westpointcycles.com
West Point Cycles - Langley,20445 62 Avenue,V3A 5E6,+01 6044274797,,0,0,Langley,Canada,jessicab@westpointcycles.com
Velo Deluxe Beernem,Wingene Steenweg 65a,8730,+32 50719574,,0,0,Beernem,Belgium,info@velodeluxe.be
Escapa Girona,Carrer Josep Flores 54,17840,+34 972172078,,0,0,Sarrià de Ter,Spain,infogirona@biciescapa.com
e-motion e-Bike Welt Eberswalde,Magistrale 14,16244,+49 33354519024,,0,0,Schorfheide,Germany,eberswalde@emotion-technologies.de
Escapa Barcelona Nord,Avinguda dels Quinze 25,8031,+34 933404480,,0,0,Barcelona,Spain,infobcnnord@biciescapa.com
Velo Station Pau,9 Boulevard d'Alsace Lorraine,64000,+33 0559022754,,43.3021649,-0.3602547,Pau,France,64pau@velostation.com
Velogik Atelier Vannes,14 bis rue des Logodens,56880,+33 0631163789,,0,0,PLOEREN,France,vla.breizh@velogik.com
Cyclable Avignon Les-Angles,1300 Avenue de la 2eme Division Blindée,30133,+33 490033171,,0,0,Les Angles,France,avignon-les-angles@cyclable.com
Cyclable Nancy,"17 rue des Carmes,",54000,+33 649676673,,0,0,Nancy,France,nancy@cyclable.com
The Bike Shop Bali,"Ikat Plaza, Jl. Bypass Ngurah Rai No.505",80221,+62 3618465531,,0,0,Bali,Indonesia,info@thebikeshopbali.com
Pastel - Batignolles,29 rue des Batignolles,75017,+33 651510458,,48.88473,2.32108,Paris,France,hello.batignolles@pastel-cycles.com
B&B Dominik Raza- default delivery address,ul. Wędkarska 2A lok. A1,04-869,+48 790322057,,52.17464,21.15108,Warszawa,Poland,sklep@ivelo.pl
En Selle Marcel Bordeaux,"Hangar 16, Bord’eau Village Quai des Chartrons",33300,+33 556304934,,44.852335,-0.567895,BORDEAUX,France,chartrons@ensellemarcel.com
"Rutland Cycling, Whitwell",Whitwell Leisure Park Bull Brig Lane,LE15 8BL,+44 1780460705,,52.66349827,-0.634534825,Oakham,United Kingdom,whitwell@rutlandcycling.com
Balfe's Bikes - Gatwick,Unit 2 Camino Park James Watt Way,RH10 9TZ,+44 1293850919,,51.14106286,-0.16766215,Crawley,United Kingdom,gatwick@balfesbikes.co.uk
Lucien Wetteren,Moerstraat 49,9230,+32 93691187,,51.00545,3.8813,Wetteren,Belgium,wetteren@lucien.bike
PRIMO Cycles - Grand Arcade,Corn Exchange Street,CB2 3QF,+44 1223307655,,52.2032554,0.121548624,Cambridge,United Kingdom,grandarcade@primocycles.co.uk
Cyclable Besançon,21B rue Joachim Du Bellay,25000,+33 951914668,,47.21332,5.94928,Besançon,France,besancon@cyclable.com
Cyclable Royan,16 rue Notre-Dame,17200,+33 663249854,,45.62397,-1.03103,Royan,France,royan@cyclable.com
Rutland Cycling - Nottingham,184 Nottingham Road,NG7 7BA,+44 1159783876,,52.97769,-1.16775,Nottingham,United Kingdom,nottingham@specializedconceptstore.co.uk
"The Electric Bike Shop, Brentwood",63 High Street,CM14 4RH,+44 1277671488,,51.62043,0.30221,Brentwood,United Kingdom,brentwood@theelectricbikeshop.co.uk
Aloha Velo,339 Coral Street D ,96813,+1 8087225454,,21.2977716,-157.8605857,Honolulu,United States,
Boondocks Bikes Davao,"Matina Town Square, Talomo",8000,+63 9189214142,,7.19724,125.4992,Davao City,Philippines,mtbike6061@yahoo.com
Boss Franc Bike Parts,"12 E Broadway Ave, New Manila",1112,+63 282887470,,14.61165187,121.0330511,Quezon City,Philippines,franklin.tenorio70@gmail.com
Caferista,"11  Brixton Street, Kapitolyo",1603,+63 9176314376,,14.57137271,121.0563109,Pasig City,Philippines,tracytirador@gmail.com
e-motion e-Bike Welt Lüdinghausen,Seppenrader Straße 18,59348,+49 2591990120,,51.767051,7.430838,Lüdinghausen,Germany,luedinghausen@emotion-technologies.de
Escapa Tarragona,Carretera Valencia 208F,43006,+34 977547057,,41.1153,1.21649,Tarragona,Spain,infotarragona@biciescapa.com
